Div,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR
SWE,1968-04-15,,IFK Norrköping,GAIS Göteborg,1,0,H,,,
SWE,1968-04-15,,Helsingborgs IF,Djurgårdens IF,0,2,A,,,
SWE,1968-04-15,,IF Elfsborg,IFK Göteborg,2,1,H,,,
SWE,1968-04-15,,AIK Solna,Malmö FF,0,1,A,,,
SWE,1968-04-15,,Östers IF,Åtvidabergs FF,3,1,H,,,
SWE,1968-04-15,,Örgryte IS,Örebro SK,1,4,A,,,
SWE,1968-04-18,,IFK Göteborg,IFK Norrköping,1,1,D,,,
SWE,1968-04-21,,Malmö FF,Örgryte IS,5,1,H,,,
SWE,1968-04-21,,GAIS Göteborg,Östers IF,1,3,A,,,
SWE,1968-04-21,,Djurgårdens IF,IF Elfsborg,1,1,D,,,
SWE,1968-04-21,,Örebro SK,Helsingborgs IF,2,1,H,,,
SWE,1968-04-21,,Åtvidabergs FF,AIK Solna,2,1,H,,,
SWE,1968-04-25,,Örgryte IS,AIK Solna,1,1,D,,,
SWE,1968-04-28,,IFK Norrköping,Malmö FF,4,1,H,,,
SWE,1968-04-28,,Helsingborgs IF,Östers IF,1,3,A,,,
SWE,1968-04-28,,IFK Göteborg,Örebro SK,1,3,A,,,
SWE,1968-04-28,,IF Elfsborg,Åtvidabergs FF,1,3,A,,,
SWE,1968-04-28,,Djurgårdens IF,GAIS Göteborg,4,1,H,,,
SWE,1968-05-05,,Malmö FF,IFK Göteborg,1,1,D,,,
SWE,1968-05-05,,GAIS Göteborg,Örgryte IS,1,1,D,,,
SWE,1968-05-05,,AIK Solna,Helsingborgs IF,0,4,A,,,
SWE,1968-05-05,,Östers IF,IF Elfsborg,1,2,A,,,
SWE,1968-05-05,,Örebro SK,Djurgårdens IF,1,0,H,,,
SWE,1968-05-05,,Åtvidabergs FF,IFK Norrköping,3,1,H,,,
SWE,1968-05-09,,IFK Norrköping,Östers IF,2,0,H,,,
SWE,1968-05-09,,Helsingborgs IF,Örgryte IS,1,0,H,,,
SWE,1968-05-09,,IFK Göteborg,Åtvidabergs FF,1,0,H,,,
SWE,1968-05-09,,IF Elfsborg,AIK Solna,1,1,D,,,
SWE,1968-05-09,,Djurgårdens IF,Malmö FF,2,2,D,,,
SWE,1968-05-09,,Örebro SK,GAIS Göteborg,2,1,H,,,
SWE,1968-05-16,,Malmö FF,Örebro SK,1,1,D,,,
SWE,1968-05-16,,AIK Solna,IFK Norrköping,1,1,D,,,
SWE,1968-05-16,,Östers IF,IFK Göteborg,4,1,H,,,
SWE,1968-05-16,,Örgryte IS,IF Elfsborg,0,0,D,,,
SWE,1968-05-16,,Åtvidabergs FF,Djurgårdens IF,0,2,A,,,
SWE,1968-05-19,,GAIS Göteborg,Helsingborgs IF,1,3,A,,,
SWE,1968-05-26,,IFK Norrköping,Örebro SK,0,2,A,,,
SWE,1968-05-26,,Helsingborgs IF,Åtvidabergs FF,1,3,A,,,
SWE,1968-05-26,,IFK Göteborg,Djurgårdens IF,1,1,D,,,
SWE,1968-05-26,,IF Elfsborg,Malmö FF,1,2,A,,,
SWE,1968-05-26,,AIK Solna,GAIS Göteborg,2,0,H,,,
SWE,1968-05-27,,Örgryte IS,Östers IF,1,1,D,,,
SWE,1968-05-30,,GAIS Göteborg,IFK Göteborg,3,0,H,,,
SWE,1968-06-03,,Östers IF,AIK Solna,0,0,D,,,
SWE,1968-06-03,,Åtvidabergs FF,Örgryte IS,0,2,A,,,
SWE,1968-06-05,,Malmö FF,Helsingborgs IF,2,0,H,,,
SWE,1968-06-05,,Djurgårdens IF,IFK Norrköping,2,1,H,,,
SWE,1968-06-05,,Örebro SK,IF Elfsborg,0,3,A,,,
SWE,1968-06-06,,GAIS Göteborg,Åtvidabergs FF,1,0,H,,,
SWE,1968-06-09,,IFK Norrköping,IF Elfsborg,1,1,D,,,
SWE,1968-06-09,,Malmö FF,Östers IF,4,0,H,,,
SWE,1968-06-09,,IFK Göteborg,Helsingborgs IF,1,2,A,,,
SWE,1968-06-09,,Djurgårdens IF,Örgryte IS,0,3,A,,,
SWE,1968-06-09,,Örebro SK,AIK Solna,1,2,A,,,
SWE,1968-06-12,,Helsingborgs IF,IFK Norrköping,1,3,A,,,
SWE,1968-06-12,,IF Elfsborg,GAIS Göteborg,3,1,H,,,
SWE,1968-06-12,,AIK Solna,Djurgårdens IF,0,4,A,,,
SWE,1968-06-12,,Östers IF,Örebro SK,3,3,D,,,
SWE,1968-06-12,,Örgryte IS,IFK Göteborg,2,2,D,,,
SWE,1968-06-12,,Åtvidabergs FF,Malmö FF,2,1,H,,,
SWE,1968-06-19,,IFK Norrköping,Örgryte IS,1,0,H,,,
SWE,1968-06-19,,Malmö FF,GAIS Göteborg,1,2,A,,,
SWE,1968-06-19,,IFK Göteborg,AIK Solna,2,1,H,,,
SWE,1968-06-19,,IF Elfsborg,Helsingborgs IF,1,1,D,,,
SWE,1968-06-19,,Djurgårdens IF,Östers IF,2,1,H,,,
SWE,1968-06-19,,Örebro SK,Åtvidabergs FF,0,1,A,,,
SWE,1968-08-08,,Helsingborgs IF,IF Elfsborg,0,2,A,,,
SWE,1968-08-08,,AIK Solna,IFK Göteborg,9,3,H,,,
SWE,1968-08-08,,Östers IF,Djurgårdens IF,1,2,A,,,
SWE,1968-08-08,,Örgryte IS,IFK Norrköping,0,4,A,,,
SWE,1968-08-11,,GAIS Göteborg,Malmö FF,0,2,A,,,
SWE,1968-08-11,,Åtvidabergs FF,Örebro SK,4,0,H,,,
SWE,1968-08-15,,IFK Norrköping,AIK Solna,2,2,D,,,
SWE,1968-08-15,,Helsingborgs IF,GAIS Göteborg,2,2,D,,,
SWE,1968-08-15,,IFK Göteborg,Östers IF,2,3,A,,,
SWE,1968-08-15,,IF Elfsborg,Örgryte IS,4,2,H,,,
SWE,1968-08-15,,Djurgårdens IF,Åtvidabergs FF,2,1,H,,,
SWE,1968-08-15,,Örebro SK,Malmö FF,2,1,H,,,
SWE,1968-08-18,,Malmö FF,Djurgårdens IF,1,1,D,,,
SWE,1968-08-18,,AIK Solna,IF Elfsborg,0,0,D,,,
SWE,1968-08-18,,Östers IF,IFK Norrköping,2,1,H,,,
SWE,1968-08-18,,Örgryte IS,Helsingborgs IF,0,2,A,,,
SWE,1968-08-18,,Åtvidabergs FF,IFK Göteborg,2,1,H,,,
SWE,1968-08-22,,GAIS Göteborg,Örebro SK,4,1,H,,,
SWE,1968-08-25,,Helsingborgs IF,IFK Göteborg,0,3,A,,,
SWE,1968-08-25,,IF Elfsborg,IFK Norrköping,1,2,A,,,
SWE,1968-08-25,,AIK Solna,Örebro SK,1,3,A,,,
SWE,1968-08-25,,Östers IF,Malmö FF,4,1,H,,,
SWE,1968-08-25,,Örgryte IS,Djurgårdens IF,2,4,A,,,
SWE,1968-08-25,,Åtvidabergs FF,GAIS Göteborg,3,0,H,,,
SWE,1968-08-29,,GAIS Göteborg,IF Elfsborg,3,0,H,,,
SWE,1968-09-02,,IFK Göteborg,Örgryte IS,1,1,D,,,
SWE,1968-09-04,,IFK Norrköping,Helsingborgs IF,3,0,H,,,
SWE,1968-09-04,,Malmö FF,Åtvidabergs FF,1,0,H,,,
SWE,1968-09-04,,Djurgårdens IF,AIK Solna,2,0,H,,,
SWE,1968-09-04,,Örebro SK,Östers IF,2,1,H,,,
SWE,1968-09-08,,IFK Norrköping,IFK Göteborg,0,1,A,,,
SWE,1968-09-08,,Helsingborgs IF,Örebro SK,0,1,A,,,
SWE,1968-09-08,,IF Elfsborg,Djurgårdens IF,4,0,H,,,
SWE,1968-09-08,,AIK Solna,Åtvidabergs FF,2,0,H,,,
SWE,1968-09-08,,Östers IF,GAIS Göteborg,3,1,H,,,
SWE,1968-09-08,,Örgryte IS,Malmö FF,0,5,A,,,
SWE,1968-09-19,,IFK Göteborg,IF Elfsborg,3,2,H,,,
SWE,1968-09-22,,Malmö FF,AIK Solna,3,1,H,,,
SWE,1968-09-22,,GAIS Göteborg,IFK Norrköping,0,2,A,,,
SWE,1968-09-22,,Djurgårdens IF,Helsingborgs IF,0,0,D,,,
SWE,1968-09-22,,Örebro SK,Örgryte IS,1,3,A,,,
SWE,1968-09-22,,Åtvidabergs FF,Östers IF,0,3,A,,,
SWE,1968-09-26,,Örgryte IS,GAIS Göteborg,2,2,D,,,
SWE,1968-09-29,,IFK Norrköping,Åtvidabergs FF,1,0,H,,,
SWE,1968-09-29,,Helsingborgs IF,AIK Solna,1,0,H,,,
SWE,1968-09-29,,IFK Göteborg,Malmö FF,2,3,A,,,
SWE,1968-09-29,,IF Elfsborg,Östers IF,0,3,A,,,
SWE,1968-09-29,,Djurgårdens IF,Örebro SK,1,3,A,,,
SWE,1968-10-12,,Malmö FF,IFK Norrköping,4,1,H,,,
SWE,1968-10-12,,GAIS Göteborg,Djurgårdens IF,3,1,H,,,
SWE,1968-10-12,,AIK Solna,Örgryte IS,3,3,D,,,
SWE,1968-10-12,,Östers IF,Helsingborgs IF,3,0,H,,,
SWE,1968-10-12,,Örebro SK,IFK Göteborg,1,1,D,,,
SWE,1968-10-12,,Åtvidabergs FF,IF Elfsborg,2,1,H,,,
SWE,1968-10-19,,IFK Norrköping,Djurgårdens IF,2,2,D,,,
SWE,1968-10-19,,Helsingborgs IF,Malmö FF,2,0,H,,,
SWE,1968-10-19,,IF Elfsborg,Örebro SK,3,1,H,,,
SWE,1968-10-19,,AIK Solna,Östers IF,1,0,H,,,
SWE,1968-10-19,,Örgryte IS,Åtvidabergs FF,3,1,H,,,
SWE,1968-10-20,,IFK Göteborg,GAIS Göteborg,0,0,D,,,
SWE,1968-10-27,,Malmö FF,IF Elfsborg,0,0,D,,,
SWE,1968-10-27,,GAIS Göteborg,AIK Solna,2,0,H,,,
SWE,1968-10-27,,Djurgårdens IF,IFK Göteborg,1,1,D,,,
SWE,1968-10-27,,Östers IF,Örgryte IS,2,0,H,,,
SWE,1968-10-27,,Örebro SK,IFK Norrköping,0,2,A,,,
SWE,1968-10-27,,Åtvidabergs FF,Helsingborgs IF,6,1,H,,,
